Sl_No,Full_Info,Transimission_Type,Ownership,Fuel_Used,brand_name,km_driven,selling_price,Year_of_Manuacture,Place_of_Origin,Age
193,"""2016 Hyundai i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-i10""",47495,351999,2016,"""New_Delhi""",6
194,"""2016 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",16228,713999,2016,"""New_Delhi""",6
195,"""2014 Maruti Ertiga""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Ertiga""",95490,475099,2014,"""New_Delhi""",8
196,"""2017 Skoda Superb""","""Automatic""","""1st Owner""","""Petrol""","""Skoda-Superb""",46437,1897599,2017,"""New_Delhi""",5
197,"""2015 Maruti Baleno""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Baleno""",70240,480499,2015,"""New_Delhi""",7
198,"""2013 Mercedes Benz E Class""","""Automatic""","""1st Owner""","""Diesel""","""Mercedes-Benz""",53334,1245499,2013,"""New_Delhi""",9
199,"""2015 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",57510,493299,2015,"""New_Delhi""",7
200,"""2014 Toyota Innova""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Innova""",111191,747299,2014,"""New_Delhi""",8
201,"""2017 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",85928,794399,2017,"""New_Delhi""",5
202,"""2021 Tata Harrier""","""Manual""","""1st Owner""","""Diesel""","""Tata-Harrier""",10141,2115299,2021,"""New_Delhi""",1
203,"""2016 Maruti Ciaz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ciaz""",77777,549499,2016,"""New_Delhi""",6
204,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",36642,735999,2016,"""New_Delhi""",6
205,"""2015 Maruti Ciaz""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Ciaz""",28267,693899,2015,"""New_Delhi""",7
206,"""2018 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",32309,926599,2018,"""New_Delhi""",4
207,"""2014 Renault Duster""","""Manual""","""1st Owner""","""Diesel""","""Renault-Duster""",62191,409199,2014,"""New_Delhi""",8
208,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",61115,586199,2016,"""New_Delhi""",6
209,"""2015 Maruti Celerio""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Celerio""",72578,406199,2015,"""New_Delhi""",7
210,"""2017 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",8433,779999,2017,"""New_Delhi""",5
211,"""2015 Maruti Ciaz""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Ciaz""",90397,513099,2015,"""New_Delhi""",7
212,"""2014 Renault Duster""","""Manual""","""1st Owner""","""Diesel""","""Renault-Duster""",50839,391399,2014,"""New_Delhi""",8
213,"""2017 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",72494,671499,2017,"""New_Delhi""",5
214,"""2014 Maruti Ertiga""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ertiga""",36225,548799,2014,"""New_Delhi""",8
215,"""2016 Maruti Ciaz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ciaz""",39585,666599,2016,"""New_Delhi""",6
216,"""2020 KIA SELTOS""","""Manual""","""2nd Owner""","""Petrol""","""KIA-SELTOS""",12981,1155299,2020,"""New_Delhi""",2
217,"""2014 Maruti Swift Dzire""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Swift""",119208,288099,2014,"""New_Delhi""",8
218,"""2016 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",22464,692099,2016,"""New_Delhi""",6
219,"""2018 Ford Figo Aspire""","""Manual""","""1st Owner""","""Petrol""","""Ford-Figo""",41202,525699,2018,"""New_Delhi""",4
220,"""2014 Toyota Corolla Altis""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Corolla""",63907,700699,2014,"""New_Delhi""",8
221,"""2013 Toyota Fortuner""","""Manual""","""2nd Owner""","""Diesel""","""Toyota-Fortuner""",117699,1143599,2013,"""New_Delhi""",9
222,"""2019 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",24693,558999,2019,"""New_Delhi""",3
223,"""2017 Mahindra XUV500""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-XUV500""",195904,756399,2017,"""New_Delhi""",5
224,"""2016 Maruti Ciaz""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Ciaz""",98363,569299,2016,"""New_Delhi""",6
225,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",72539,658799,2016,"""New_Delhi""",6
226,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",54880,649099,2016,"""New_Delhi""",6
227,"""2013 Hyundai Grand i10""","""Manual""","""2nd Owner""","""Diesel""","""Hyundai-Grand""",50837,357199,2013,"""New_Delhi""",9
228,"""2018 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",45930,534399,2018,"""New_Delhi""",4
229,"""2015 Maruti Ertiga""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ertiga""",53904,625899,2015,"""New_Delhi""",7
230,"""2015 Hyundai Elite i20""","""Manual""","""4th Owner""","""Diesel""","""Hyundai-Elite""",66021,498899,2015,"""New_Delhi""",7
231,"""2017 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",51197,599399,2017,"""New_Delhi""",5
232,"""2018 Hyundai Verna""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Verna""",48278,1033899,2018,"""New_Delhi""",4
233,"""2009 Hyundai i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i10""",44319,204199,2009,"""New_Delhi""",13
234,"""2013 Toyota Fortuner""","""Automatic""","""1st Owner""","""Diesel""","""Toyota-Fortuner""",197865,1150199,2013,"""New_Delhi""",9
235,"""2014 Toyota Corolla Altis""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Corolla""",105711,641699,2014,"""New_Delhi""",8
236,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",39162,556699,2019,"""New_Delhi""",3
237,"""2019 MG HECTOR""","""Automatic""","""1st Owner""","""Petrol""","""MG-HECTOR""",12267,1774199,2019,"""New_Delhi""",3
238,"""2017 Maruti S Cross""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-S""",38538,871799,2017,"""New_Delhi""",5
239,"""2019 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",48794,627899,2019,"""New_Delhi""",3
240,"""2019 Honda City""","""Manual""","""1st Owner""","""Petrol""","""Honda-City""",18150,914399,2019,"""New_Delhi""",3
241,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",46300,524099,2017,"""New_Delhi""",5
242,"""2018 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",26841,566599,2018,"""New_Delhi""",4
243,"""2016 Mahindra XUV500""","""Manual""","""2nd Owner""","""Diesel""","""Mahindra-XUV500""",78933,877099,2016,"""New_Delhi""",6
244,"""2014 Hyundai Verna""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Verna""",78433,483799,2014,"""New_Delhi""",8
245,"""2015 Honda City""","""Manual""","""1st Owner""","""Diesel""","""Honda-City""",70976,554699,2015,"""New_Delhi""",7
246,"""2017 Hyundai Elite i20""","""Manual""","""3rd Owner""","""Petrol""","""Hyundai-Elite""",30697,522799,2017,"""New_Delhi""",5
247,"""2010 Hyundai i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i10""",60584,235099,2010,"""New_Delhi""",12
248,"""2014 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",29857,414199,2014,"""New_Delhi""",8
249,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",26890,802299,2017,"""New_Delhi""",5
250,"""2014 Renault Duster""","""Manual""","""1st Owner""","""Diesel""","""Renault-Duster""",65090,470599,2014,"""New_Delhi""",8
251,"""2017 Maruti Ciaz""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Ciaz""",67255,618499,2017,"""New_Delhi""",5
252,"""2016 Maruti Ciaz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ciaz""",73384,615599,2016,"""New_Delhi""",6
253,"""2020 Volkswagen Polo""","""Manual""","""1st Owner""","""Petrol""","""Volkswagen-Polo""",21886,687199,2020,"""New_Delhi""",2
254,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",28416,597899,2017,"""New_Delhi""",5
255,"""2020 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",9928,1477399,2020,"""New_Delhi""",2
256,"""2015 Audi A6""","""Automatic""","""2nd Owner""","""Diesel""","""Audi-A6""",39292,1901999,2015,"""New_Delhi""",7
257,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",46960,785199,2017,"""New_Delhi""",5
258,"""2019 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",23941,989599,2019,"""New_Delhi""",3
259,"""2020 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",21031,1200399,2020,"""New_Delhi""",2
260,"""2014 Renault Duster""","""Manual""","""1st Owner""","""Diesel""","""Renault-Duster""",84717,414499,2014,"""New_Delhi""",8
261,"""2020 Honda City""","""Manual""","""1st Owner""","""Petrol""","""Honda-City""",7212,1310699,2020,"""New_Delhi""",2
262,"""2017 Maruti Ciaz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ciaz""",72728,640199,2017,"""New_Delhi""",5
263,"""2017 Maruti S Cross""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-S""",91458,822599,2017,"""New_Delhi""",5
264,"""2020 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",12934,1306399,2020,"""New_Delhi""",2
265,"""2017 Maruti Ciaz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ciaz""",59411,652499,2017,"""New_Delhi""",5
266,"""2019 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",24164,533699,2019,"""New_Delhi""",3
267,"""2014 Honda City""","""Automatic""","""2nd Owner""","""Petrol""","""Honda-City""",36677,692699,2014,"""New_Delhi""",8
268,"""2017 Mahindra XUV500""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-XUV500""",27478,1177299,2017,"""New_Delhi""",5
269,"""2017 Toyota Fortuner""","""Automatic""","""1st Owner""","""Diesel""","""Toyota-Fortuner""",79766,2732599,2017,"""New_Delhi""",5
270,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",48434,531999,2017,"""New_Delhi""",5
271,"""2017 Maruti S Cross""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-S""",96675,777099,2017,"""New_Delhi""",5
272,"""2020 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",11365,1277299,2020,"""New_Delhi""",2
273,"""2017 Renault Duster""","""Manual""","""1st Owner""","""Diesel""","""Renault-Duster""",68107,682199,2017,"""New_Delhi""",5
274,"""2014 Toyota Corolla Altis""","""Automatic""","""1st Owner""","""Petrol""","""Toyota-Corolla""",58533,975899,2014,"""New_Delhi""",8
275,"""2015 Toyota Innova""","""Manual""","""3rd Owner""","""Diesel""","""Toyota-Innova""",74369,837399,2015,"""New_Delhi""",7
276,"""2014 Toyota Innova""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Innova""",238600,698699,2014,"""New_Delhi""",8
277,"""2013 BMW 5 Series""","""Automatic""","""2nd Owner""","""Diesel""","""BMW-5""",82670,1505599,2013,"""New_Delhi""",9
278,"""2014 Toyota Innova""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Innova""",136746,965999,2014,"""New_Delhi""",8
279,"""2012 Toyota Etios Liva""","""Manual""","""2nd Owner""","""Petrol""","""Toyota-Etios""",31729,337399,2012,"""New_Delhi""",10
280,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",39430,524999,2017,"""New_Delhi""",5
281,"""2016 Maruti Swift Dzire""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Swift""",79688,501899,2016,"""New_Delhi""",6
282,"""2015 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",79521,466199,2015,"""New_Delhi""",7
283,"""2017 Maruti Baleno""","""Automatic""","""3rd Owner""","""Petrol""","""Maruti-Baleno""",55089,566699,2017,"""New_Delhi""",5
284,"""2014 Toyota Corolla Altis""","""Manual""","""1st Owner""","""Petrol""","""Toyota-Corolla""",116661,691999,2014,"""New_Delhi""",8
285,"""2018 Renault Kwid""","""Manual""","""2nd Owner""","""Petrol""","""Renault-Kwid""",22505,322499,2018,"""New_Delhi""",4
286,"""2016 Maruti Ciaz""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Ciaz""",75956,616399,2016,"""New_Delhi""",6
287,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",64101,536499,2017,"""New_Delhi""",5
288,"""2015 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",77849,493299,2015,"""New_Delhi""",7
289,"""2018 Hyundai Creta""","""Automatic""","""2nd Owner""","""Diesel""","""Hyundai-Creta""",40655,1113799,2018,"""New_Delhi""",4
290,"""2019 MG HECTOR""","""Manual""","""2nd Owner""","""Diesel""","""MG-HECTOR""",52447,1613299,2019,"""New_Delhi""",3
291,"""2019 MG HECTOR""","""Automatic""","""2nd Owner""","""Petrol""","""MG-HECTOR""",13368,1712699,2019,"""New_Delhi""",3
292,"""2015 Honda City""","""Manual""","""2nd Owner""","""Diesel""","""Honda-City""",195015,475699,2015,"""New_Delhi""",7
293,"""2014 Maruti Ritz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ritz""",80189,351699,2014,"""New_Delhi""",8
294,"""2016 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",86466,573799,2016,"""New_Delhi""",6
295,"""2016 Ford Ecosport""","""Manual""","""2nd Owner""","""Petrol""","""Ford-Ecosport""",46533,658199,2016,"""New_Delhi""",6
296,"""2014 Renault Duster""","""Manual""","""2nd Owner""","""Diesel""","""Renault-Duster""",80062,417599,2014,"""New_Delhi""",8
297,"""2018 Hyundai Elite i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Elite""",30545,669299,2018,"""New_Delhi""",4
298,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",11396,456099,2020,"""New_Delhi""",2
299,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",15523,455499,2020,"""New_Delhi""",2
300,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",42240,726199,2017,"""New_Delhi""",5
301,"""2013 Toyota Etios Liva""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Etios""",119092,297199,2013,"""New_Delhi""",9
302,"""2014 Honda City""","""Manual""","""1st Owner""","""Diesel""","""Honda-City""",86299,474099,2014,"""New_Delhi""",8
303,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",31525,624399,2017,"""New_Delhi""",5
304,"""2010 Hyundai i10""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-i10""",39298,231499,2010,"""New_Delhi""",12
305,"""2012 Hyundai i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i20""",60014,350899,2012,"""New_Delhi""",10
306,"""2012 Hyundai Verna""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Verna""",96034,395299,2012,"""New_Delhi""",10
307,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",14723,821399,2018,"""New_Delhi""",4
308,"""2015 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",73782,506599,2015,"""New_Delhi""",7
309,"""2013 Maruti Swift""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",82898,312499,2013,"""New_Delhi""",9
310,"""2016 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",48194,606399,2016,"""New_Delhi""",6
311,"""2019 Hyundai Creta""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Creta""",16947,1421699,2019,"""New_Delhi""",3
312,"""2015 Ford Ecosport""","""Manual""","""2nd Owner""","""Petrol""","""Ford-Ecosport""",51635,497099,2015,"""New_Delhi""",7
313,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",28648,815999,2018,"""New_Delhi""",4
314,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",35255,610399,2017,"""New_Delhi""",5
315,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",50045,544799,2017,"""New_Delhi""",5
316,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",53544,673899,2017,"""New_Delhi""",5
317,"""2019 Honda City""","""Manual""","""1st Owner""","""Petrol""","""Honda-City""",41091,907299,2019,"""New_Delhi""",3
318,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",35879,832799,2018,"""New_Delhi""",4
319,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",35325,528099,2017,"""New_Delhi""",5
320,"""2018 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",24937,790799,2018,"""New_Delhi""",4
321,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",37045,729899,2018,"""New_Delhi""",4
322,"""2014 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",92132,661999,2014,"""New_Delhi""",8
323,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",52655,782399,2018,"""New_Delhi""",4
324,"""2013 Hyundai i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-i20""",29974,306299,2013,"""New_Delhi""",9
325,"""2017 Hyundai Elite i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Elite""",29761,616599,2017,"""New_Delhi""",5
326,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol + CNG""","""Ford-Ecosport""",39392,821399,2018,"""New_Delhi""",4
327,"""2018 Maruti Vitara Brezza""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Vitara""",55051,679499,2018,"""New_Delhi""",4
328,"""2011 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",37580,239999,2011,"""New_Delhi""",11
329,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",35898,770499,2018,"""New_Delhi""",4
330,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",32303,858399,2018,"""New_Delhi""",4
331,"""2020 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",31686,1293499,2020,"""New_Delhi""",2
332,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",40453,834199,2018,"""New_Delhi""",4
333,"""2014 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",79487,323699,2014,"""New_Delhi""",8
334,"""2019 Renault Kwid""","""Manual""","""2nd Owner""","""Petrol""","""Renault-Kwid""",21902,345399,2019,"""New_Delhi""",3
335,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",39171,749299,2018,"""New_Delhi""",4
336,"""2015 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",41648,532299,2015,"""New_Delhi""",7
337,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",39714,907099,2018,"""New_Delhi""",4
338,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",18960,450899,2020,"""New_Delhi""",2
339,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",6879,445499,2020,"""New_Delhi""",2
340,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",13665,436999,2020,"""New_Delhi""",2
341,"""2017 Maruti Ciaz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ciaz""",108210,610899,2017,"""New_Delhi""",5
342,"""2020 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",29009,1280199,2020,"""New_Delhi""",2
343,"""2014 Hyundai i20""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-i20""",47134,387699,2014,"""New_Delhi""",8
344,"""2019 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",15724,813199,2019,"""New_Delhi""",3
345,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",44628,556499,2017,"""New_Delhi""",5
346,"""2015 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",47127,464499,2015,"""New_Delhi""",7
347,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",36944,623499,2019,"""New_Delhi""",3
348,"""2018 Ford Ecosport""","""Manual""","""2nd Owner""","""Petrol""","""Ford-Ecosport""",22775,740399,2018,"""New_Delhi""",4
349,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",81066,552199,2017,"""New_Delhi""",5
350,"""2019 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",11114,860999,2019,"""New_Delhi""",3
351,"""2017 Maruti Baleno""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Baleno""",53293,570099,2017,"""New_Delhi""",5
352,"""2020 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",29252,649599,2020,"""New_Delhi""",2
